transaction_id,product_id
T00583,P0033
T00583,P0048
T00583,P0067
T00583,P0091
T00584,P0064
T00584,P0077
T00585,P0067
T00585,P0028
T00585,P0082
T00585,P0074
T00586,P0014
T00587,P0094
T00587,P0067
T00587,P0093
T00587,P0017
T00587,P0036
T00588,P0097
T00588,P0077
T00588,P0083
T00588,P0017
T00588,P0011
T00589,P0014
T00589,P0052
T00589,P0013
T00590,P0025
T00590,P0077
T00590,P0047
T00590,P0080
T00591,P0064
T00591,P0041
T00591,P0068
T00592,P0028
T00593,P0017
T00593,P0056
T00594,P0029
T00594,P0078
T00594,P0080
T00595,P0025
T00595,P0051
T00596,P0051
T00596,P0048
T00596,P0013
T00596,P0017
T00596,P0086
T00597,P0078
T00598,P0054
T00598,P0076
T00598,P0084
T00598,P0077
T00599,P0062
T00599,P0051
T00599,P0028
T00600,P0038
T00600,P0008
T00601,P0004
T00601,P0031
T00602,P0070
T00603,P0044
T00603,P0004
T00604,P0065
T00604,P0013
T00605,P0049
T00606,P0036
T00606,P0040
T00606,P0012
T00606,P0092
T00606,P0100
T00607,P0014
T00607,P0062
T00607,P0011
T00608,P0073
T00608,P0095
T00609,P0017
T00609,P0020
T00610,P0029
T00611,P0089
T00611,P0004
T00612,P0069
T00612,P0053
T00613,P0046
T00613,P0080
T00614,P0055
T00615,P0031
T00615,P0018
T00615,P0068
T00616,P0007
T00616,P0058
T00616,P0057
T00616,P0046
T00616,P0018
T00617,P0012
T00618,P0016
T00618,P0096
T00618,P0080
T00618,P0091
T00618,P0061
T00619,P0062
T00619,P0050
T00619,P0016
T00620,P0068
T00620,P0015
T00620,P0046
T00620,P0016
T00620,P0033
T00621,P0081
T00622,P0083
T00622,P0054
T00622,P0033
T00622,P0057
T00623,P0066
T00624,P0071
T00624,P0072
T00625,P0080
T00625,P0005
T00625,P0060
T00626,P0092
T00627,P0083
T00627,P0054
T00627,P0085
T00627,P0042
T00628,P0030
T00628,P0073
T00628,P0060
T00628,P0031
T00628,P0082
T00629,P0028
T00629,P0092
T00629,P0046
T00630,P0044
T00630,P0083
T00630,P0094
T00630,P0052
T00630,P0078
T00631,P0013
T00631,P0097
T00631,P0072
T00632,P0001
T00632,P0016
T00633,P0095
T00633,P0078
T00633,P0072
T00633,P0006
T00634,P0049
T00634,P0078
T00634,P0016
T00634,P0025
T00634,P0063
T00635,P0018
T00635,P0005
T00635,P0031
T00635,P0057
T00635,P0024
T00636,P0039
T00636,P0010
T00636,P0050
T00636,P0034
T00636,P0100
T00637,P0054
T00637,P0074
T00637,P0080
T00637,P0017
T00638,P0044
T00638,P0003
T00638,P0061
T00638,P0074
T00639,P0071
T00639,P0043
T00639,P0038
T00639,P0039
T00639,P0094
T00640,P0049
T00640,P0099
T00641,P0090
T00641,P0033
T00641,P0039
T00642,P0093
T00642,P0039
T00643,P0019
T00643,P0029
T00643,P0044
T00644,P0050
T00644,P0016
T00645,P0053
T00646,P0044
T00646,P0096
T00646,P0034
T00646,P0071
T00646,P0065
T00647,P0094
T00647,P0062
T00647,P0042
T00648,P0038
T00649,P0025
T00649,P0097
T00650,P0056
T00650,P0053
T00651,P0010
T00651,P0059
T00651,P0018
T00651,P0014
T00651,P0051
T00652,P0028
T00653,P0037
T00654,P0007
T00655,P0020
T00655,P0006
T00655,P0064
T00655,P0023
T00655,P0096
T00656,P0037
T00656,P0070
T00656,P0018
T00657,P0035
T00657,P0084
T00657,P0069
T00657,P0008
T00658,P0002
T00659,P0048
T00659,P0004
T00660,P0053
T00660,P0031
T00660,P0024
T00661,P0061
T00662,P0032
T00662,P0073
T00662,P0058
T00662,P0087
T00663,P0002
T00663,P0063
T00663,P0004
T00663,P0036
T00664,P0003
T00664,P0033
T00664,P0093
T00665,P0040
T00665,P0024
T00666,P0079
T00667,P0023
T00667,P0089
T00667,P0063
T00667,P0051
T00667,P0044
T00668,P0036
T00669,P0042
T00669,P0096
T00669,P0095
T00670,P0040
T00670,P0046
T00670,P0048
T00670,P0032
T00671,P0033
T00671,P0023
T00671,P0065
T00671,P0059
T00672,P0048
T00673,P0049
T00673,P0028
T00673,P0079
T00674,P0082
T00674,P0048
T00674,P0049
T00674,P0097
T00674,P0057
T00675,P0083
T00676,P0093
T00676,P0011
T00676,P0051
T00676,P0060
T00676,P0075
T00677,P0038
T00677,P0010
T00677,P0013
T00677,P0051
T00678,P0089
T00678,P0073
T00679,P0052
T00679,P0089
T00680,P0043
T00680,P0076
T00680,P0097
T00680,P0083
T00680,P0093
T00681,P0085
T00681,P0098
T00681,P0037
T00682,P0047
T00682,P0016
T00682,P0069
T00682,P0059
T00683,P0074
T00683,P0053
T00684,P0014
T00684,P0086
T00684,P0095
T00684,P0016
T00685,P0003
T00686,P0057
T00686,P0066
T00687,P0094
T00687,P0062
T00687,P0015
T00687,P0079
T00688,P0044
T00688,P0016
T00688,P0019
T00689,P0049
T00689,P0034
T00689,P0033
T00689,P0067
T00690,P0020
T00690,P0001
T00691,P0086
T00692,P0092
T00692,P0017
T00692,P0064
T00693,P0030
T00694,P0002
T00694,P0005
T00695,P0067
T00696,P0026
T00696,P0024
T00696,P0088
T00697,P0037
T00697,P0074
T00697,P0071
T00697,P0024
T00697,P0012
T00698,P0071
T00698,P0066
T00698,P0030
T00699,P0042
T00699,P0038
T00699,P0028
T00699,P0024
T00699,P0093
T00700,P0100
T00700,P0029
T00701,P0011
T00701,P0055
T00702,P0075
T00702,P0010
T00702,P0056
T00703,P0024
T00703,P0039
T00703,P0100
T00703,P0068
T00704,P0071
T00704,P0025
T00705,P0022
T00706,P0075
T00706,P0052
T00706,P0079
T00706,P0014
T00707,P0036
T00707,P0006
T00708,P0027
T00708,P0006
T00708,P0082
T00708,P0017
T00708,P0066
T00709,P0025
T00709,P0060
T00710,P0063
T00710,P0010
T00710,P0023
T00710,P0075
T00710,P0080
T00711,P0035
T00711,P0042
T00711,P0055
T00711,P0062
T00711,P0089
T00712,P0099
T00712,P0029
T00712,P0045
T00713,P0095
T00713,P0059
T00713,P0007
T00713,P0040
T00714,P0017
T00714,P0092
T00714,P0001
T00715,P0058
T00715,P0028
T00715,P0082
T00715,P0099
T00716,P0097
T00716,P0095
T00717,P0019
T00717,P0010
T00718,P0048
T00718,P0070
T00719,P0048
T00720,P0020
T00720,P0031
T00720,P0014
T00720,P0067
T00721,P0096
T00721,P0009
T00721,P0064
T00721,P0058
T00722,P0056
T00722,P0051
T00722,P0084
T00723,P0092
T00723,P0034
T00723,P0022
T00724,P0041
T00724,P0031
T00724,P0093
T00724,P0081
T00724,P0013
T00725,P0067
T00725,P0053
T00726,P0029
T00726,P0037
T00727,P0006
T00727,P0059
T00727,P0025
T00727,P0037
T00727,P0061
T00728,P0072
T00729,P0083
T00729,P0049
T00729,P0004
T00729,P0047
T00730,P0054
T00730,P0037
T00730,P0043
T00730,P0011
T00730,P0006
T00731,P0077
T00731,P0034
T00731,P0076
T00731,P0032
T00731,P0039
T00732,P0093
T00732,P0047
T00732,P0069
T00732,P0023
T00732,P0024
T00733,P0083
T00733,P0049
T00733,P0029
T00733,P0070
T00734,P0064
T00734,P0054
T00734,P0026
T00734,P0047
T00735,P0045
T00735,P0008
T00736,P0093
T00736,P0053
T00737,P0099
T00737,P0021
T00737,P0088
T00738,P0041
T00738,P0061
T00738,P0048
T00738,P0094
T00738,P0010
T00739,P0028
T00739,P0075
T00739,P0004
T00739,P0054
T00739,P0034
T00740,P0083
T00740,P0086
T00740,P0087
T00740,P0001
T00741,P0099
T00742,P0084
T00743,P0009
T00743,P0016
T00744,P0016
T00744,P0015
T00744,P0026
T00745,P0089
T00745,P0084
T00745,P0096
T00745,P0022
T00745,P0057
T00746,P0056
T00746,P0078
T00746,P0009
T00746,P0051
T00747,P0021
T00748,P0018
T00748,P0081
T00749,P0089
T00749,P0092
T00749,P0071
T00749,P0046
T00750,P0046
T00751,P0037
T00752,P0025
T00753,P0082
T00753,P0071
T00754,P0056
T00754,P0100
T00754,P0002
T00754,P0038
T00755,P0010
T00755,P0046
T00756,P0081
T00757,P0039
T00757,P0041
T00757,P0072
T00757,P0040
T00757,P0038
T00758,P0018
T00759,P0082
T00759,P0051
T00759,P0067
T00759,P0086
T00760,P0063
T00760,P0017
T00760,P0009
T00760,P0070
T00760,P0082
T00761,P0092
T00761,P0078
T00761,P0062
T00761,P0059
T00762,P0091
T00762,P0032
T00762,P0012
T00762,P0003
T00763,P0055
T00763,P0039
T00763,P0034
T00763,P0054
T00763,P0007
T00764,P0055
T00764,P0005
T00764,P0099
T00764,P0091
T00765,P0039
T00765,P0095
T00765,P0079
T00765,P0016
T00765,P0047
T00766,P0042
T00766,P0049
T00766,P0074
T00766,P0044
T00766,P0038
T00767,P0033
T00767,P0061
T00768,P0036
T00768,P0065
T00768,P0079
T00769,P0053
T00769,P0061
T00769,P0028
T00769,P0018
T00770,P0041
T00770,P0031
T00770,P0017
T00770,P0003
T00770,P0084
T00771,P0042
T00771,P0030
T00771,P0028
T00771,P0054
T00771,P0057
T00772,P0024
T00772,P0029
T00773,P0054
T00774,P0095
T00774,P0060
T00774,P0057
T00775,P0070
T00775,P0080
T00775,P0073
T00776,P0089
T00776,P0091
T00776,P0097
T00776,P0078
T00777,P0089
T00777,P0044
T00778,P0084
T00778,P0054
T00779,P0093
T00779,P0053
T00780,P0092
T00780,P0053
T00780,P0085
T00780,P0006
T00781,P0073
T00781,P0022
T00781,P0044
T00781,P0026
T00781,P0058
T00782,P0030
T00783,P0027
T00783,P0053
T00784,P0035
T00784,P0024
T00784,P0014
T00785,P0003
T00785,P0088
T00785,P0098
T00786,P0020
T00786,P0068
T00786,P0031
T00786,P0015
T00786,P0014
T00787,P0081
T00787,P0086
T00787,P0071
T00788,P0016
T00789,P0005
T00790,P0030
T00790,P0041
T00791,P0030
T00791,P0033
T00792,P0057
T00792,P0052
T00793,P0054
T00794,P0064
T00794,P0016
T00794,P0089
T00794,P0034
T00795,P0045
T00795,P0047
T00795,P0065
T00796,P0006
T00796,P0023
T00797,P0062
T00797,P0076
T00797,P0009
T00798,P0091
T00799,P0053
T00799,P0017
T00799,P0070
T00800,P0069
T00800,P0070
T00801,P0020
T00801,P0019
T00801,P0022
T00801,P0089
T00801,P0073
T00802,P0067
T00802,P0069
T00802,P0051
T00802,P0060
T00802,P0043
T00803,P0091
T00803,P0005
T00803,P0037
T00804,P0058
T00804,P0063
T00804,P0066
T00804,P0085
T00805,P0098
T00805,P0036
T00806,P0034
T00806,P0087
T00807,P0039
T00807,P0004
T00807,P0044
T00807,P0045
T00807,P0050
T00808,P0100
T00808,P0012
T00808,P0080
T00808,P0094
T00808,P0074
T00809,P0048
T00809,P0081
T00809,P0070
T00810,P0014
T00810,P0041
T00810,P0022
T00810,P0088
T00811,P0061
T00811,P0053
T00812,P0027
T00813,P0016
T00813,P0017
T00813,P0056
T00813,P0090
T00814,P0066
T00814,P0073
T00814,P0055
T00814,P0029
T00815,P0070
T00815,P0082
T00815,P0093
T00816,P0099
T00816,P0089
T00816,P0083
T00816,P0100
T00816,P0028
T00817,P0057
T00817,P0037
T00817,P0052
T00818,P0053
T00818,P0026
T00818,P0051
T00818,P0046
T00818,P0036
T00819,P0047
T00819,P0072
T00819,P0014
T00820,P0031
T00821,P0075
T00822,P0041
T00823,P0082
T00824,P0074
T00824,P0035
T00825,P0050
T00825,P0040
T00825,P0045
T00826,P0065
T00827,P0042
T00827,P0091
T00827,P0078
T00827,P0027
T00827,P0002
T00828,P0083
T00829,P0067
T00829,P0029
T00829,P0086
T00830,P0074
T00830,P0028
T00831,P0030
T00831,P0099
T00831,P0039
T00831,P0071
T00831,P0017
T00832,P0068
T00832,P0034
T00832,P0090
T00832,P0058
T00833,P0042
T00833,P0088
T00833,P0057
T00833,P0073
T00833,P0033
T00834,P0017
T00834,P0005
T00835,P0002
T00836,P0081
T00836,P0036
T00836,P0052
T00836,P0057
T00836,P0073
T00837,P0084
T00838,P0073
T00838,P0012
T00838,P0021
T00838,P0051
T00839,P0020
T00839,P0016
T00839,P0048
T00839,P0070
T00840,P0084
T00841,P0082
T00841,P0074
T00841,P0025
T00841,P0015
T00841,P0066
T00842,P0071
T00842,P0076
T00843,P0083
T00843,P0092
T00843,P0010
T00844,P0010
T00844,P0049
T00844,P0077
T00845,P0049
T00846,P0023
T00846,P0012
T00846,P0047
T00847,P0100
T00847,P0090
T00847,P0058
T00847,P0084
T00847,P0050
T00848,P0063
T00848,P0003
T00848,P0035
T00848,P0074
T00849,P0017
T00849,P0097
T00849,P0064
T00849,P0096
T00850,P0008
T00850,P0062
T00850,P0017
T00851,P0053
T00851,P0045
T00851,P0069
T00851,P0094
T00851,P0066
T00852,P0080
T00853,P0056
T00853,P0058
T00853,P0027
T00854,P0067
T00854,P0084
T00854,P0050
T00855,P0062
T00855,P0071
T00856,P0076
T00856,P0010
T00856,P0008
T00856,P0066
T00857,P0046
T00858,P0029
T00859,P0014
T00859,P0080
T00859,P0052
T00860,P0049
T00860,P0062
T00860,P0074
T00861,P0074
T00861,P0075
T00861,P0055
T00862,P0003
T00862,P0011
T00862,P0076
T00863,P0031
T00863,P0023
T00863,P0056
T00863,P0086
T00864,P0089
T00864,P0008
T00864,P0074
T00864,P0019
T00864,P0093
T00865,P0031
T00866,P0014
T00866,P0096
T00866,P0066
T00866,P0003
T00867,P0081
T00867,P0049
T00867,P0090
T00867,P0068
T00867,P0056
T00868,P0046
T00868,P0042
T00868,P0072
T00868,P0048
T00869,P0100
T00869,P0098
T00869,P0024
T00869,P0048
T00870,P0083
T00870,P0023
T00870,P0033
T00870,P0061
T00870,P0093
T00871,P0014
T00872,P0088
T00872,P0021
T00872,P0054
T00872,P0032
T00872,P0092
T00873,P0080
T00873,P0077
T00874,P0018
T00874,P0091
T00875,P0078
T00875,P0011
T00875,P0054
T00875,P0076
T00875,P0069
T00876,P0032
T00877,P0001
T00878,P0078
T00878,P0032
T00878,P0069
T00878,P0091
T00879,P0026
T00880,P0042
T00880,P0038
T00880,P0091
T00880,P0021
T00880,P0068
T00881,P0063
T00881,P0028
T00881,P0027
T00881,P0014
T00881,P0015
T00882,P0032
T00882,P0071
T00883,P0099
T00883,P0051
T00883,P0072
T00883,P0091
T00883,P0062
T00884,P0100
T00884,P0050
T00885,P0053
T00885,P0100
T00885,P0015
T00886,P0025
T00886,P0093
T00887,P0039
T00887,P0001
T00887,P0082
T00887,P0034
T00887,P0033
T00888,P0094
T00888,P0098
T00888,P0029
T00888,P0059
T00888,P0025
T00889,P0014
T00890,P0050
T00890,P0054
T00890,P0043
T00891,P0058
T00892,P0052
T00892,P0038
T00892,P0058
T00892,P0039
T00892,P0033
T00893,P0016
T00893,P0032
T00893,P0069
T00893,P0068
T00893,P0006
T00894,P0036
T00894,P0017
T00895,P0089
T00895,P0051
T00896,P0008
T00897,P0028
T00898,P0081
T00898,P0054
T00899,P0065
T00899,P0020
T00899,P0050
T00899,P0099
T00900,P0027
T00900,P0095
T00900,P0014
T00900,P0087
T00901,P0069
T00902,P0097
T00902,P0071
T00902,P0089
T00902,P0045
T00903,P0099
T00903,P0047
T00903,P0018
T00903,P0064
T00904,P0075
T00905,P0066
T00905,P0017
T00905,P0094
T00906,P0039
T00906,P0077
T00906,P0002
T00906,P0070
T00907,P0098
T00907,P0059
T00907,P0057
T00908,P0018
T00908,P0042
T00908,P0078
T00908,P0028
T00908,P0023
T00909,P0012
T00909,P0033
T00909,P0088
T00909,P0025
T00910,P0048
T00910,P0054
T00910,P0033
T00910,P0028
T00911,P0028
T00912,P0025
T00912,P0064
T00913,P0007
T00913,P0026
T00913,P0099
T00913,P0054
T00914,P0009
T00914,P0056
T00915,P0060
T00915,P0003
T00916,P0032
T00916,P0097
T00916,P0077
T00917,P0095
T00917,P0054
T00917,P0083
T00917,P0033
T00917,P0086
T00918,P0073
T00919,P0044
T00919,P0005
T00919,P0095
T00919,P0055
T00920,P0053
T00920,P0079
T00920,P0062
T00920,P0067
T00921,P0008
T00921,P0027
T00921,P0019
T00921,P0042
T00921,P0014
T00922,P0009
T00922,P0032
T00923,P0010
T00923,P0003
T00923,P0049
T00923,P0086
T00924,P0090
T00924,P0001
T00924,P0079
T00925,P0018
T00926,P0071
T00926,P0012
T00926,P0098
T00927,P0042
T00927,P0064
T00927,P0029
T00927,P0010
T00927,P0045
T00928,P0024
T00928,P0083
T00928,P0079
T00928,P0041
T00928,P0055
T00929,P0028
T00929,P0088
T00929,P0064
T00929,P0060
T00929,P0073
T00930,P0016
T00930,P0088
T00930,P0073
T00931,P0086
T00932,P0096
T00932,P0100
T00932,P0082
T00932,P0061
T00932,P0087
T00933,P0046
T00933,P0089
T00933,P0010
T00934,P0023
T00934,P0059
T00934,P0083
T00935,P0065
T00935,P0051
T00935,P0064
T00935,P0083
T00936,P0059
T00936,P0047
T00936,P0054
T00937,P0074
T00938,P0001
T00938,P0059
T00938,P0002
T00938,P0029
T00939,P0015
T00939,P0058
T00939,P0002
T00939,P0020
T00939,P0078
T00940,P0070
T00940,P0032
T00940,P0071
T00940,P0090
T00940,P0063
T00941,P0099
T00941,P0092
T00941,P0005
T00942,P0057
T00942,P0060
T00942,P0091
T00942,P0082
T00942,P0071
T00943,P0086
T00943,P0034
T00943,P0088
T00943,P0023
T00944,P0053
T00944,P0019
T00944,P0072
T00944,P0061
T00945,P0033
T00945,P0088
T00946,P0067
T00946,P0035
T00946,P0027
T00947,P0017
T00948,P0075
T00948,P0057
T00948,P0080
T00948,P0043
T00949,P0065
T00949,P0063
T00950,P0040
T00950,P0038
T00950,P0021
T00950,P0048
T00950,P0054
T00951,P0099
T00952,P0017
T00953,P0074
T00953,P0020
T00953,P0097
T00954,P0012
T00954,P0074
T00954,P0030
T00954,P0026
T00954,P0079
T00955,P0077
T00955,P0067
T00955,P0069
T00955,P0049
T00956,P0029
T00956,P0067
T00957,P0095
T00958,P0017
T00958,P0080
T00958,P0098
T00959,P0004
T00959,P0030
T00959,P0028
T00959,P0018
T00959,P0037
T00960,P0084
T00960,P0090
T00960,P0034
T00960,P0024
T00961,P0034
T00961,P0039
T00961,P0028
T00962,P0047
T00962,P0049
T00962,P0098
T00962,P0081
T00963,P0081
T00963,P0067
T00964,P0067
T00964,P0052
T00964,P0013
T00965,P0094
T00965,P0033
T00965,P0086
T00965,P0099
T00966,P0061
T00966,P0015
T00966,P0074
T00966,P0077
T00967,P0054
T00967,P0069
T00968,P0066
T00968,P0022
T00968,P0007
T00968,P0053
T00968,P0073
T00969,P0080
T00969,P0097
T00969,P0090
T00969,P0036
T00969,P0006
T00970,P0028
T00971,P0090
T00972,P0024
T00972,P0001
T00973,P0045
T00973,P0087
T00973,P0026
T00973,P0006
T00974,P0072
T00975,P0088
T00976,P0034
T00977,P0052
T00978,P0031
T00978,P0019
T00979,P0084
T00979,P0029
T00979,P0019
T00979,P0069
T00979,P0039
T00980,P0087
T00980,P0083
T00980,P0018
T00980,P0098
T00980,P0078
T00981,P0054
T00981,P0045
T00981,P0032
T00982,P0066
T00982,P0012
T00982,P0025
T00982,P0030
T00982,P0006
T00983,P0036
T00983,P0063
T00983,P0043
T00983,P0094
T00983,P0097
T00984,P0061
T00984,P0040
T00984,P0023
T00985,P0004
T00985,P0065
T00985,P0085
T00986,P0064
T00987,P0026
T00987,P0072
T00988,P0042
T00988,P0041
T00989,P0036
T00989,P0037
T00989,P0042
T00989,P0004
T00990,P0035
T00990,P0026
T00990,P0036
T00991,P0026
T00992,P0014
T00992,P0094
T00992,P0048
T00993,P0003
T00993,P0072
T00993,P0077
T00994,P0038
T00995,P0057
T00995,P0048
T00995,P0026
T00995,P0007
T00995,P0072
T00996,P0006
T00996,P0080
T00996,P0024
T00996,P0100
T00997,P0041
T00997,P0061
T00997,P0012
T00997,P0071
T00997,P0083
T00998,P0095
T00998,P0062
T00999,P0025
T00999,P0033
T00999,P0013
T00999,P0039
T01000,P0003
T01000,P0049
T01000,P0012
T01000,P0051
T01001,P0075
T01002,P0093
T01003,P0002
T01003,P0003
T01003,P0086
T01003,P0094
T01004,P0084
T01004,P0013
T01005,P0094
T01005,P0012
T01005,P0062
T01005,P0093
T01006,P0030
T01007,P0100
T01007,P0022
T01008,P0096
T01008,P0041
T01009,P0036
T01009,P0095
T01009,P0054
T01010,P0015
T01010,P0038
T01011,P0011
T01012,P0087
T01012,P0085
T01012,P0032
T01012,P0052
T01013,P0038
T01013,P0035
T01013,P0034
T01013,P0047
T01014,P0040
T01014,P0080
T01015,P0047
T01015,P0067
T01015,P0083
T01016,P0022
T01016,P0086
T01016,P0034
T01016,P0068
T01016,P0042
T01017,P0094
T01017,P0091
T01017,P0020
T01017,P0034
T01017,P0018
T01018,P0057
T01018,P0090
T01018,P0086
T01019,P0049
T01019,P0066
T01020,P0027
T01020,P0068
T01020,P0007
T01020,P0059
T01020,P0046
T01021,P0073
T01022,P0094
T01022,P0040
T01022,P0068
T01022,P0090
T01023,P0049
T01023,P0096
T01023,P0035
T01024,P0067
T01024,P0020
T01024,P0056
T01024,P0073
T01024,P0023
T01025,P0093
T01025,P0081
T01025,P0039
T01025,P0070
T01026,P0020
T01026,P0034
T01026,P0031
T01027,P0026
T01027,P0090
T01028,P0011
T01028,P0008
T01029,P0081
T01029,P0064
T01029,P0042
T01029,P0002
T01029,P0095
T01030,P0082
T01030,P0055
T01030,P0020
T01031,P0061
T01031,P0064
T01031,P0024
T01031,P0068
T01031,P0050
T01032,P0073
T01032,P0052
T01033,P0088
T01033,P0073
T01034,P0005
T01035,P0056
T01036,P0080
T01036,P0099
T01036,P0035
T01037,P0021
T01037,P0055
T01037,P0061
T01037,P0042
T01038,P0020
T01039,P0037
T01040,P0080
T01040,P0048
T01041,P0091
T01041,P0062
T01042,P0025
T01042,P0096
T01042,P0032
T01042,P0083
T01043,P0073
T01043,P0071
T01043,P0094
T01043,P0049
T01044,P0097
T01045,P0046
T01045,P0026
T01045,P0036
T01045,P0097
T01046,P0051
T01046,P0096
T01046,P0076
T01047,P0059
T01048,P0091
T01048,P0022
T01048,P0061
T01048,P0058
T01049,P0073
T01050,P0095
T01050,P0098
T01051,P0053
T01051,P0072
T01052,P0070
T01052,P0015
T01053,P0031
T01053,P0010
T01053,P0039
T01054,P0024
T01054,P0020
T01054,P0069
T01054,P0036
T01054,P0006
T01055,P0023
T01055,P0049
T01055,P0090
T01055,P0067
T01056,P0067
T01056,P0023
T01056,P0062
T01056,P0040
T01057,P0006
T01057,P0099
T01058,P0022
T01059,P0047
T01059,P0051
T01059,P0067
T01060,P0062
T01060,P0022
T01060,P0064
T01060,P0072
T01061,P0019
T01062,P0093
T01062,P0049
T01062,P0028
T01062,P0074
T01063,P0022
T01064,P0038
T01064,P0012
T01064,P0042
T01064,P0056
T01065,P0048
T01065,P0004
T01065,P0054
T01066,P0071
T01066,P0009
T01066,P0033
T01067,P0086
T01067,P0064
T01067,P0030
T01067,P0079
T01068,P0083
T01068,P0040
T01069,P0077
T01069,P0002
T01070,P0076
T01071,P0081
T01071,P0010
T01072,P0057
T01072,P0008
T01073,P0036
T01074,P0074
T01074,P0022
T01074,P0048
T01074,P0094
T01074,P0015
T01075,P0041
T01075,P0042
T01075,P0071
T01075,P0073
T01075,P0020
T01076,P0097
T01076,P0013
T01076,P0086
T01076,P0075
T01076,P0098
T01077,P0059
T01077,P0028
T01078,P0070
T01079,P0012
T01079,P0045
T01080,P0021
T01081,P0055
T01081,P0099
T01081,P0058
T01081,P0017
T01082,P0004
T01082,P0063
T01082,P0006
T01082,P0095
T01082,P0048
T01083,P0078
T01083,P0066
T01083,P0098
T01083,P0032
T01083,P0035
T01084,P0088
T01085,P0087
T01085,P0002
T01086,P0033
T01086,P0081
T01086,P0098
T01086,P0100
T01087,P0074
T01087,P0078
T01087,P0063
T01088,P0021
T01088,P0074
T01088,P0056
T01089,P0050
T01089,P0034
T01090,P0030
T01091,P0029
T01092,P0009
T01092,P0090
T01092,P0042
T01093,P0035
T01094,P0044
T01094,P0015
T01094,P0039
T01094,P0075
T01094,P0060
T01095,P0032
T01095,P0042
T01095,P0051
T01096,P0070
T01097,P0051
T01097,P0021
T01097,P0094
T01098,P0037
T01098,P0044
T01099,P0071
T01099,P0031
T01099,P0053
T01099,P0055
T01100,P0034
T01100,P0049
T01100,P0002
T01100,P0097
T01100,P0020
T01101,P0100
T01101,P0080
T01101,P0087
T01101,P0090
T01101,P0025
T01102,P0038
T01102,P0062
T01103,P0098
T01103,P0049
T01103,P0067
T01103,P0088
T01104,P0089
T01104,P0008
T01104,P0084
T01104,P0034
T01104,P0082
T01105,P0099
T01105,P0005
T01106,P0082
T01106,P0010
T01106,P0077
T01106,P0005
T01106,P0043
T01107,P0053
T01107,P0063
T01108,P0045
T01108,P0055
T01108,P0029
T01108,P0061
T01109,P0020
T01110,P0015
T01110,P0051
T01110,P0081
T01111,P0092
T01111,P0052
T01112,P0040
T01112,P0028
T01112,P0064
T01112,P0014
T01112,P0072
T01113,P0093
T01113,P0098
T01113,P0011
T01113,P0010
T01114,P0095
T01114,P0026
T01114,P0029
T01114,P0017
T01114,P0092
T01115,P0091
T01115,P0041
T01115,P0029
T01115,P0031
T01115,P0072
T01116,P0076
T01117,P0019
T01117,P0017
T01117,P0084
T01117,P0032
T01117,P0092
T01118,P0012
T01118,P0001
T01118,P0055
T01118,P0015
T01119,P0097
T01120,P0059
T01120,P0001
T01120,P0096
T01120,P0045
T01120,P0044
T01121,P0022
T01121,P0062
T01122,P0084
T01122,P0091
T01122,P0027
T01122,P0037
T01122,P0032
T01123,P0005
T01123,P0003
T01123,P0035
T01124,P0092
T01124,P0077
T01124,P0063
T01125,P0007
T01125,P0065
T01125,P0043
T01125,P0040
T01126,P0092
T01126,P0024
T01126,P0090
T01127,P0001
T01128,P0093
T01128,P0067
T01128,P0031
T01128,P0061
T01129,P0026
T01129,P0018
T01129,P0049
T01130,P0071
T01130,P0088
T01130,P0049
T01130,P0078
T01131,P0025
T01131,P0070
T01131,P0004
T01131,P0067
T01132,P0041
T01132,P0092
T01132,P0022
T01132,P0017
T01133,P0016
T01133,P0048
T01133,P0019
T01134,P0060
T01134,P0043
T01134,P0027
T01135,P0063
T01135,P0001
T01135,P0057
T01135,P0091
T01135,P0028
T01136,P0058
T01136,P0028
T01136,P0092
T01137,P0052
T01137,P0053
T01138,P0045
T01139,P0041
T01139,P0077
T01139,P0082
T01139,P0092
T01140,P0092
T01140,P0059
T01140,P0045
T01140,P0072
T01140,P0055
T01141,P0064
T01142,P0084
T01142,P0097
T01143,P0024
T01143,P0018
T01143,P0072
T01144,P0046
T01144,P0005
T01145,P0016
T01145,P0017
T01145,P0046
T01145,P0065
T01146,P0066
T01147,P0099
T01147,P0053
T01147,P0006
T01147,P0037
T01147,P0004
T01148,P0081
T01148,P0094
T01148,P0061
T01149,P0025
T01150,P0089
T01151,P0021
T01151,P0062
T01151,P0048
T01152,P0059
T01152,P0045
T01152,P0079
T01152,P0011
T01152,P0072
T01153,P0059
T01153,P0037
T01154,P0095
T01154,P0073
T01155,P0027
T01156,P0094
T01156,P0069
T01156,P0001
T01156,P0040
T01156,P0050
T01157,P0048
T01157,P0063
T01158,P0072
T01158,P0033
T01158,P0022
T01159,P0050
T01159,P0078
T01159,P0024
T01159,P0073
T01160,P0060
T01160,P0071
T01160,P0038
T01161,P0069
T01161,P0080
T01161,P0019
T01162,P0006
T01162,P0097
T01162,P0099
T01162,P0067
T01163,P0027
T01163,P0092
T01163,P0048
T01164,P0008
T01164,P0096
T01164,P0048
T01164,P0080
T01165,P0033
T01165,P0045
T01165,P0077
T01165,P0098
T01166,P0023
T01166,P0006
T01166,P0049
T01167,P0069
T01167,P0076
T01167,P0023
T01167,P0003
T01168,P0009
T01168,P0052
T01168,P0024
T01168,P0036
