ID_Cliente,Sector_Negocio,Tiempo_en_Servicio_Meses,Probabilidad_Modelo,Prioridad_Atencion,Ingresos_Previstos_USD,Ingresos_M_USD,Costo_Retencion_USD
104753,Finanzas,4,0.3098966486997685,Media,20626.74958933457,0.02062674958933457,125
104754,Manufactura,9,0.270401123881966,Media,7233.584819220101,0.007233584819220101,99
104755,Manufactura,33,0.294566750604932,Media,4393.818029771775,0.004393818029771775,99
104756,Retail,1,0.391138105577907,Media,7293.642382737425,0.007293642382737425,56
104757,Salud,52,0.1826229784620341,Baja,2952.9040153649844,0.0029529040153649846,73
104758,Finanzas,51,0.3588084034751159,Media,15967.197247307624,0.015967197247307625,119
104759,Manufactura,35,0.2295087203500262,Baja,9592.810252460516,0.009592810252460516,90
104760,Finanzas,10,0.2693914804474285,Media,7665.59484581727,0.00766559484581727,129
104761,Manufactura,12,0.2566783841970457,Media,15174.498231866071,0.015174498231866071,92
104762,Salud,18,0.3500990457901425,Media,10324.924323146844,0.010324924323146845,85
104763,Retail,14,0.3068237255527846,Media,3380.8327576903143,0.0033808327576903144,47
104764,Finanzas,10,0.3580374507620615,Media,16508.285245328178,0.01650828524532818,114
104765,Manufactura,10,0.3331221256922158,Media,10771.38986419461,0.010771389864194611,91
104766,Manufactura,18,0.2356559862932757,Baja,1852.3510690421956,0.0018523510690421957,94
104767,Retail,24,0.2372402706798606,Baja,14580.133009325771,0.014580133009325771,44
104768,Salud,1,0.2646421183061808,Media,11180.4235416624,0.011180423541662399,76
104769,Retail,30,0.3296530025515088,Media,5305.186609402887,0.0053051866094028875,45
104770,Retail,15,0.3161927787727787,Media,9895.65502179995,0.00989565502179995,40
104771,Finanzas,8,0.2670710875536915,Media,5989.981098782332,0.005989981098782332,117
104772,Retail,58,0.1797614196120591,Baja,1598.5975760832605,0.0015985975760832605,56
104773,Salud,35,0.2438567362092681,Baja,41918.52890974159,0.04191852890974159,74
104774,Retail,18,0.3481812004285793,Media,28312.34069004401,0.02831234069004401,53
104775,Salud,41,0.1863080431689676,Baja,1571.5853269253194,0.0015715853269253194,77
104776,Retail,16,0.3087159855342525,Media,14840.251133279113,0.014840251133279112,57
104777,Retail,21,0.2706670046553075,Media,11759.344103214264,0.011759344103214263,51
104778,Retail,15,0.2490496196301269,Baja,5323.235932619292,0.005323235932619292,49
104779,Retail,5,0.3633501067973539,Media,3971.6591980385424,0.003971659198038543,49
104780,Retail,45,0.213786816378981,Baja,8917.851090648059,0.00891785109064806,45
104781,Retail,54,0.1954839489004689,Baja,6558.910373643203,0.006558910373643203,53
104782,Finanzas,52,0.2037924724232277,Baja,3802.537308179449,0.0038025373081794493,126
104783,Retail,7,0.3420570713783133,Media,8762.611453318214,0.008762611453318213,53
104784,Finanzas,48,0.1690650471654662,Baja,9894.319703892332,0.009894319703892332,118
104785,Finanzas,7,0.3301703328782738,Media,6605.028930165261,0.006605028930165261,119
104786,Manufactura,27,0.3472611040493795,Media,14940.224711471448,0.014940224711471448,106
104787,Manufactura,25,0.3060861687234694,Media,6239.000637249941,0.006239000637249941,92
104788,Finanzas,22,0.3011753986060096,Media,16395.23036042862,0.01639523036042862,126
104789,Retail,48,0.2084711275148375,Baja,6824.233804345682,0.006824233804345682,48
104790,Retail,13,0.323035174767048,Media,27087.71669897494,0.027087716698974938,41
104791,Manufactura,17,0.2611635298593695,Media,9557.495288514532,0.009557495288514533,99
104792,Retail,41,0.2891052031983446,Media,3451.203340585127,0.0034512033405851273,54
104793,Retail,44,0.2279366920407113,Baja,9778.732126844774,0.009778732126844774,44
104794,Retail,13,0.3237158727306296,Media,11144.596809031598,0.011144596809031598,42
104795,Retail,26,0.2915762316981104,Media,8021.510747148232,0.008021510747148233,49
104796,Retail,9,0.4559257149463567,Alta,3461.936903299597,0.003461936903299597,49
104797,Salud,5,0.2909452171351661,Media,3834.43238211764,0.00383443238211764,80
104798,Retail,39,0.2968055556613438,Media,4527.76872010441,0.00452776872010441,45
104799,Finanzas,33,0.2231711657241809,Baja,9328.612549748404,0.009328612549748405,125
104800,Retail,4,0.2858642273086435,Media,4748.26674711942,0.00474826674711942,53
104801,Retail,28,0.2622019542527143,Media,43339.2783272521,0.043339278327252095,58
104802,Manufactura,26,0.2524497000594786,Media,13242.847173908016,0.013242847173908017,101
104803,Retail,4,0.2101668282219848,Baja,6408.395530381311,0.006408395530381311,56
104804,Salud,16,0.2995381010000607,Media,12756.703357716042,0.012756703357716042,89
104805,Finanzas,37,0.2162499200800645,Baja,1606.4383817401513,0.0016064383817401512,121
104806,Retail,22,0.2776868968883214,Media,6386.570006017545,0.006386570006017545,48
104807,Manufactura,36,0.2939554735864019,Media,12892.057075746005,0.012892057075746005,96
104808,Retail,38,0.1141923168617072,Baja,15116.747607735004,0.015116747607735005,48
104809,Manufactura,58,0.1434346175348496,Baja,12015.548565592706,0.012015548565592706,100
104810,Retail,55,0.2527842060944757,Media,40135.57569536522,0.04013557569536522,58
104811,Manufactura,35,0.2624069203289675,Media,6566.350480866958,0.006566350480866958,99
104812,Retail,25,0.2325435608568681,Baja,28881.8036956754,0.0288818036956754,54
104813,Finanzas,8,0.2411518433661382,Baja,10796.342140217115,0.010796342140217114,115
104814,Salud,17,0.2671722526220382,Media,6561.9433297421,0.0065619433297421,89
104815,Manufactura,18,0.2492847866842318,Baja,7866.193038276735,0.007866193038276735,94
104816,Manufactura,50,0.1768060835302189,Baja,5858.377120807287,0.005858377120807287,102
104817,Salud,58,0.1478326119046768,Baja,3616.709943213216,0.003616709943213216,76
104818,Manufactura,57,0.2111383850888428,Baja,7099.217103967871,0.0070992171039678705,90
104819,Retail,12,0.3176833982072402,Media,5909.067865468683,0.0059090678654686824,53
104820,Retail,57,0.1716360349306565,Baja,9537.307802005953,0.009537307802005953,58
104821,Retail,57,0.187276603087062,Baja,13114.235308189614,0.013114235308189615,45
104822,Finanzas,33,0.256159622243266,Media,9262.690222002864,0.009262690222002865,122
104823,Finanzas,23,0.2453344093588746,Baja,10777.77518473544,0.010777775184735439,123
104824,Finanzas,12,0.2900890412239051,Media,12615.063865131007,0.012615063865131008,125
104825,Retail,11,0.3419424573013901,Media,6725.994220926244,0.006725994220926244,41
104826,Salud,13,0.2551744603967389,Media,9299.644971012563,0.009299644971012563,84
104827,Retail,35,0.3403626886687721,Media,5198.396495374544,0.005198396495374544,53
104828,Retail,27,0.4472339508477423,Alta,9237.686497764227,0.009237686497764228,55
104829,Finanzas,25,0.3161036955803671,Media,10171.957369312746,0.010171957369312746,115
104830,Salud,40,0.2504490923925821,Media,12302.272049748362,0.012302272049748363,77
104831,Salud,3,0.358638688902979,Media,4729.988690911055,0.004729988690911055,78
104832,Finanzas,49,0.1713359018136688,Baja,9999.964665054396,0.009999964665054397,127
104833,Retail,25,0.2817410476860175,Media,23774.55228634939,0.02377455228634939,59
104834,Finanzas,45,0.1883378122106223,Baja,2080.200726033881,0.002080200726033881,110
104835,Retail,10,0.2965913629200428,Media,9711.569400333048,0.009711569400333048,58
104836,Finanzas,17,0.2764679850854443,Media,15660.179706579243,0.015660179706579243,114
104837,Finanzas,3,0.3276842253813268,Media,4768.819904660348,0.004768819904660348,123
104838,Retail,45,0.2375224707046622,Baja,4932.100097876087,0.004932100097876087,43
104839,Retail,22,0.2786546947531751,Media,10414.649259467888,0.010414649259467888,53
104840,Manufactura,38,0.2464535614324863,Baja,13238.830265996392,0.013238830265996392,103
104841,Manufactura,14,0.2797370467722688,Media,7886.712799220037,0.007886712799220036,99
104842,Finanzas,27,0.3138821868139798,Media,7938.000650246845,0.007938000650246845,114
104843,Retail,42,0.1941927348720977,Baja,3939.450255929335,0.003939450255929335,58
104844,Retail,20,0.2499573181334133,Media,3051.331266914883,0.003051331266914883,44
104845,Finanzas,48,0.213733105109878,Baja,3256.7918568162404,0.0032567918568162406,122
104846,Manufactura,18,0.2773590514033012,Media,11446.689061448677,0.011446689061448677,108
104847,Retail,13,0.2211713292664196,Baja,12961.154750959544,0.012961154750959544,51
104848,Salud,42,0.2118305879061188,Baja,12764.368895729149,0.012764368895729149,86
104849,Retail,6,0.3075304666586506,Media,2291.2722361549577,0.0022912722361549576,54
104850,Manufactura,10,0.2614414890502264,Media,29569.57309696701,0.029569573096967013,91
104851,Finanzas,37,0.1658962047380619,Baja,6574.818870863302,0.006574818870863302,111
104852,Salud,29,0.2532036481521754,Media,8615.064213116606,0.008615064213116606,87
104853,Retail,6,0.3202758313183207,Media,283.6790387789844,0.0002836790387789844,58
104854,Finanzas,39,0.2942823668520181,Media,10903.874233426108,0.010903874233426107,116
104855,Retail,11,0.3275793396893119,Media,5002.544840960812,0.005002544840960812,43
104856,Retail,48,0.2515352360256078,Media,10760.732383386134,0.010760732383386134,51
104857,Manufactura,25,0.2407811074577877,Baja,19260.59535055763,0.01926059535055763,106
104858,Manufactura,44,0.1787397407786983,Baja,29274.00740470614,0.029274007404706138,90
104859,Manufactura,44,0.2813063045881557,Media,2195.481427866785,0.002195481427866785,94
104860,Finanzas,30,0.3063438976703706,Media,18593.509398387738,0.018593509398387737,113
104861,Salud,55,0.2157776927118728,Baja,19333.25349672539,0.019333253496725388,71
104862,Retail,20,0.2833496899877193,Media,10999.167859228372,0.010999167859228371,46
104863,Retail,58,0.1778870279439541,Baja,15008.663051988173,0.015008663051988173,59
104864,Retail,37,0.2952250342078881,Media,10878.846384135592,0.01087884638413559,49
104865,Finanzas,16,0.3089111338392387,Media,22493.82178098123,0.02249382178098123,118
104866,Finanzas,31,0.2703043683518853,Media,6192.289163286154,0.006192289163286154,122
104867,Retail,29,0.3273855902957993,Media,24740.94633159171,0.02474094633159171,46
104868,Finanzas,6,0.3647568768717076,Media,8123.704008479841,0.00812370400847984,128
104869,Salud,29,0.2307236507290226,Baja,25190.26306897804,0.025190263068978043,82
104870,Finanzas,32,0.2289585656802341,Baja,14661.182217064616,0.014661182217064616,110
104871,Retail,9,0.3079345349237046,Media,6326.448999078935,0.006326448999078935,53
104872,Retail,37,0.2454238197677321,Baja,1149.0797091434315,0.0011490797091434316,59
104873,Retail,53,0.1985454290994382,Baja,11373.302429515184,0.011373302429515184,40
104874,Retail,23,0.2852785117229326,Media,12216.677682615426,0.012216677682615425,51
104875,Finanzas,16,0.2512310458020628,Media,9436.345146222477,0.009436345146222477,118
104876,Finanzas,18,0.2242156434795228,Baja,4201.69645229146,0.004201696452291461,120
104877,Salud,19,0.2744546671707327,Media,3142.1271624348865,0.0031421271624348865,79
104878,Finanzas,44,0.20841913854045,Baja,12831.120030460888,0.012831120030460889,126
104879,Salud,2,0.3679330401492086,Media,2667.8545511887896,0.00266785455118879,74
104880,Retail,58,0.2513135562048084,Media,20228.50812974672,0.02022850812974672,46
104881,Finanzas,10,0.2607620094278928,Media,7327.224603632435,0.007327224603632435,110
104882,Salud,12,0.371603473768654,Media,6986.164692140132,0.006986164692140131,79
104883,Retail,46,0.1897710637354587,Baja,30632.51139782365,0.03063251139782365,43
104884,Retail,18,0.3047708796889378,Media,5621.202469346565,0.005621202469346565,55
104885,Manufactura,19,0.2526509977115858,Media,15678.160013430095,0.015678160013430094,104
104886,Retail,38,0.1982668055001377,Baja,13064.595935731237,0.013064595935731237,56
104887,Salud,37,0.2651165050779575,Media,16479.941850974603,0.0164799418509746,83
104888,Retail,27,0.2754870369462402,Media,7241.23796049194,0.00724123796049194,53
104889,Salud,48,0.2708172745917066,Media,12353.252795320172,0.012353252795320171,81
104890,Retail,14,0.3480068877181539,Media,6727.609165793117,0.006727609165793118,44
104891,Retail,45,0.1945786266128976,Baja,7390.870759835501,0.007390870759835502,52
104892,Finanzas,53,0.1880712754997024,Baja,6638.517672392819,0.0066385176723928185,114
104893,Retail,34,0.291239277108246,Media,8806.507931394435,0.008806507931394435,56
104894,Finanzas,2,0.343366465537873,Media,18464.98215073476,0.01846498215073476,128
104895,Retail,44,0.2194405458954418,Baja,6126.377840585409,0.006126377840585409,57
104896,Retail,33,0.2082080283001789,Baja,12262.944231135352,0.012262944231135352,45
104897,Retail,19,0.2639576267345181,Media,12483.594628783476,0.012483594628783476,48
104898,Retail,27,0.3434967940455447,Media,16303.695255839595,0.016303695255839596,49
104899,Manufactura,48,0.2226964717328903,Baja,3660.752866718295,0.003660752866718295,97
104900,Retail,30,0.2101391785011418,Baja,7809.51897439262,0.00780951897439262,58
104901,Finanzas,7,0.4213909569923348,Alta,4937.688548196026,0.004937688548196026,126
104902,Retail,27,0.1847735593778656,Baja,4538.048805467548,0.004538048805467548,56
104903,Retail,21,0.2444483808861959,Baja,16637.102571832398,0.016637102571832398,56
104904,Manufactura,7,0.3132110702164806,Media,8265.5628459857,0.0082655628459857,95
104905,Retail,48,0.1705573241352073,Baja,2663.341364422809,0.002663341364422809,52
104906,Manufactura,25,0.2209354444784987,Baja,2600.986339383152,0.002600986339383152,94
104907,Retail,38,0.2677414163947896,Media,10103.092900528914,0.010103092900528915,55
104908,Salud,18,0.2483896799237166,Baja,6419.797396008202,0.006419797396008202,78
104909,Finanzas,33,0.2359075543306357,Baja,1931.0211741416997,0.0019310211741416998,112
104910,Manufactura,33,0.2708495696361901,Media,9019.148958269185,0.009019148958269184,99
104911,Finanzas,32,0.2607953327437788,Media,7179.1289306284,0.0071791289306284,119
104912,Finanzas,58,0.1728287955084748,Baja,6013.613765931927,0.006013613765931927,117
104913,Retail,25,0.2647772611698573,Media,9082.028655119924,0.009082028655119924,40
104914,Retail,14,0.2538151159166693,Media,3878.393695576202,0.003878393695576202,52
104915,Manufactura,38,0.2153983124832316,Baja,13281.671117233976,0.013281671117233976,104
104916,Retail,38,0.2442010031062842,Baja,14214.988355663236,0.014214988355663236,54
104917,Finanzas,4,0.266789117557099,Media,21166.977047954533,0.021166977047954533,123
104918,Salud,44,0.2556153347931047,Media,11617.992583723742,0.011617992583723742,82
104919,Retail,18,0.3583319609489789,Media,8831.08063922578,0.00883108063922578,45
104920,Manufactura,10,0.2138058567979692,Baja,18526.88649528109,0.01852688649528109,92
104921,Salud,35,0.2220307634406936,Baja,10629.279134473754,0.010629279134473753,75
104922,Finanzas,35,0.2145319469950341,Baja,7840.661321816917,0.007840661321816917,124
104923,Manufactura,40,0.1911757456730984,Baja,16541.770894210757,0.016541770894210755,93
104924,Retail,54,0.2649214421615116,Media,4214.945651542428,0.004214945651542428,43
104925,Retail,23,0.2484570380332304,Baja,8785.220005281655,0.008785220005281655,41
104926,Finanzas,25,0.226634267159675,Baja,18353.84855212131,0.018353848552121313,122
104927,Retail,1,0.3512832704695122,Media,5787.695299762767,0.0057876952997627665,53
104928,Salud,18,0.3672768496545003,Media,16689.791430055786,0.016689791430055785,76
104929,Manufactura,15,0.3490771610350245,Media,7403.008905917544,0.007403008905917544,93
104930,Finanzas,25,0.2314025819906802,Baja,5171.956046167198,0.005171956046167198,115
104931,Retail,32,0.3490862287197967,Media,3172.203044107686,0.003172203044107686,56
104932,Manufactura,53,0.2060335123943732,Baja,22841.279298878937,0.022841279298878938,101
104933,Finanzas,20,0.281181872498479,Media,21302.538029242456,0.021302538029242455,120
104934,Finanzas,17,0.3242893299374098,Media,4581.170024117896,0.004581170024117896,118
104935,Finanzas,57,0.1695616216197608,Baja,10110.049358395636,0.010110049358395636,128
104936,Manufactura,11,0.2308364464159315,Baja,15381.81718684929,0.01538181718684929,93
104937,Finanzas,13,0.369768912068711,Media,11919.051804575894,0.011919051804575894,124
104938,Salud,25,0.2159918419500947,Baja,11534.483950566237,0.011534483950566237,83
104939,Salud,20,0.2998181923098454,Media,3096.18419609908,0.00309618419609908,88
104940,Retail,25,0.2719422468855124,Media,17347.62920743516,0.01734762920743516,44
104941,Finanzas,42,0.2427635897346836,Baja,2522.3760382453083,0.002522376038245308,122
104942,Salud,45,0.2114568693992646,Baja,7506.47172232742,0.00750647172232742,85
104943,Finanzas,49,0.3893813441437854,Media,15319.723366357091,0.01531972336635709,127
104944,Salud,31,0.2816539825168663,Media,14566.125234347945,0.014566125234347945,75
104945,Manufactura,53,0.181811175402438,Baja,5701.641774752726,0.005701641774752726,93
104946,Finanzas,1,0.3511368507655283,Media,9269.739135957778,0.009269739135957777,119
104947,Salud,52,0.2187345222892076,Baja,26773.555960921694,0.026773555960921694,81
104948,Salud,16,0.2108168764633478,Baja,7070.1543105688725,0.007070154310568872,73
104949,Salud,48,0.2764968381985239,Media,18768.004534306237,0.018768004534306236,87
104950,Finanzas,28,0.2460818873794678,Baja,6388.02961739893,0.00638802961739893,113
104951,Retail,21,0.2549673504357018,Media,19029.71917927177,0.01902971917927177,49
104952,Finanzas,30,0.2878246311107983,Media,4565.507333335801,0.004565507333335802,121
104953,Salud,59,0.2384975953360843,Baja,10740.259579163658,0.010740259579163658,80
104954,Finanzas,3,0.3094095540054159,Media,14729.484364196524,0.014729484364196523,115
104955,Salud,34,0.1984078261210602,Baja,6049.68397993142,0.00604968397993142,74
104956,Finanzas,6,0.2808729066162342,Media,11677.089082202048,0.011677089082202049,116
104957,Finanzas,43,0.2370575893237267,Baja,6516.08050666342,0.00651608050666342,115
104958,Retail,29,0.2847993769062909,Media,13140.99945947556,0.01314099945947556,44
104959,Salud,3,0.2917554312666691,Media,8775.626174733827,0.008775626174733826,85
104960,Finanzas,58,0.180644271219089,Baja,6309.437492608296,0.006309437492608296,118
104961,Retail,33,0.2132114437661846,Baja,8756.491767242313,0.008756491767242313,52
104962,Retail,11,0.3151344063049471,Media,9778.55721193968,0.00977855721193968,48
104963,Salud,45,0.2172649419199587,Baja,302.8752653450713,0.0003028752653450713,76
104964,Finanzas,5,0.4024562972876548,Media,3049.388151109973,0.003049388151109973,112
104965,Retail,50,0.2059308669111839,Baja,6488.404775565936,0.006488404775565936,48
104966,Manufactura,32,0.2936966810966938,Media,15190.034163683784,0.015190034163683783,96
104967,Salud,47,0.2418398219535039,Baja,5997.808450492932,0.005997808450492932,74
104968,Manufactura,18,0.3504711090734658,Media,9487.858320759651,0.009487858320759652,90
104969,Finanzas,47,0.2430930271512651,Baja,13786.836165108842,0.013786836165108842,117
104970,Finanzas,20,0.2849584295538253,Media,7293.158246299419,0.007293158246299419,123
104971,Manufactura,52,0.1902074987711951,Baja,8311.617671518386,0.008311617671518386,95
104972,Finanzas,52,0.1982931694602859,Baja,7603.2999361945085,0.007603299936194508,110
104973,Salud,39,0.2127346536354959,Baja,770.6029430212097,0.0007706029430212097,78
104974,Retail,49,0.2249513730350892,Baja,18230.06713248796,0.018230067132487957,44
104975,Finanzas,40,0.2518476382754427,Media,4777.143968280401,0.004777143968280401,124
104976,Retail,28,0.2240115199878344,Baja,9650.446424249858,0.009650446424249857,40
104977,Retail,13,0.2971417659232057,Media,11719.480462582378,0.011719480462582378,41
104978,Retail,26,0.2374737300282448,Baja,16279.877081441757,0.016279877081441758,59
104979,Retail,16,0.2834023870721945,Media,28142.58889969384,0.02814258889969384,57
104980,Manufactura,25,0.1792094180764339,Baja,1159.713971370982,0.001159713971370982,99
104981,Retail,10,0.1931690590578195,Baja,19377.261728409027,0.019377261728409027,53
104982,Salud,29,0.2908832797160982,Media,55819.564030110574,0.055819564030110576,78
104983,Salud,46,0.1982322269297993,Baja,7871.395091915693,0.007871395091915694,82
104984,Finanzas,38,0.289354082562985,Media,11114.427668584614,0.011114427668584614,112
104985,Retail,20,0.3782067820833973,Media,38270.95944420528,0.03827095944420528,53
104986,Salud,54,0.2158007476935804,Baja,14825.911481119256,0.014825911481119256,74
104987,Finanzas,26,0.2783887005285521,Media,4887.828790640663,0.0048878287906406635,122
104988,Salud,32,0.2111497477715328,Baja,12834.906049554776,0.012834906049554777,74
104989,Salud,39,0.1916759237048265,Baja,11760.653826428188,0.011760653826428187,80
104990,Manufactura,38,0.2478758148405463,Baja,16073.953995848831,0.016073953995848832,105
104991,Finanzas,59,0.1999624728851023,Baja,8794.647778333496,0.008794647778333496,116
104992,Retail,49,0.2359646244094044,Baja,10788.85525945628,0.010788855259456281,49
104993,Finanzas,53,0.2087888150984775,Baja,2426.790752734791,0.002426790752734791,110
104994,Retail,24,0.3075412561812251,Media,10438.084637409396,0.010438084637409396,54
104995,Manufactura,31,0.2243534143964812,Baja,15192.949171720971,0.015192949171720972,107
104996,Retail,40,0.1784567420200584,Baja,58095.61896609292,0.05809561896609292,42
104997,Retail,12,0.373579545672743,Media,18402.596138916106,0.018402596138916105,41
104998,Salud,58,0.2178165124402116,Baja,9425.64706481171,0.00942564706481171,83
104999,Finanzas,57,0.1863881532288855,Baja,4186.309880637439,0.004186309880637439,111
105000,Finanzas,36,0.2617323982063413,Media,19173.59347045917,0.01917359347045917,128
105001,Finanzas,10,0.3649608335066776,Media,8286.988136795682,0.008286988136795683,126
105002,Manufactura,6,0.3713812155676702,Media,3277.333750581329,0.0032773337505813288,107
105003,Retail,7,0.3719846589712569,Media,7808.787729878126,0.007808787729878126,52
105004,Manufactura,53,0.1636058344910227,Baja,7790.343798028709,0.007790343798028709,107
105005,Retail,31,0.2810862339222622,Media,8273.852763249697,0.008273852763249698,40
105006,Salud,27,0.3330735795819871,Media,5477.737641924712,0.005477737641924712,81
105007,Salud,8,0.3072460642554339,Media,6186.125287507683,0.006186125287507683,82
105008,Retail,3,0.3166072182517513,Media,8500.93372052381,0.00850093372052381,48
105009,Finanzas,40,0.2558733320397095,Media,17432.425484947555,0.017432425484947556,111
105010,Retail,47,0.1714814322615244,Baja,13286.125071084334,0.013286125071084334,59
105011,Salud,21,0.2979116282184021,Media,8746.042960424638,0.008746042960424638,82
105012,Finanzas,1,0.3265811633630999,Media,22384.67960113065,0.02238467960113065,115
105013,Finanzas,45,0.2103741240776414,Baja,543.3020338260673,0.0005433020338260672,112
105014,Retail,54,0.1179024471903998,Baja,2223.8591060842245,0.0022238591060842246,49
105015,Retail,50,0.1877692104585124,Baja,5337.762949628446,0.005337762949628446,49
105016,Retail,15,0.2853750073648853,Media,6278.385808770643,0.006278385808770643,57
105017,Retail,7,0.3085367484468103,Media,9738.830095460686,0.009738830095460685,45
105018,Finanzas,15,0.2352740348587268,Baja,7559.353552495312,0.007559353552495312,115
105019,Manufactura,25,0.2850831444259771,Media,8824.146755419131,0.008824146755419131,104
105020,Salud,3,0.30632572776019,Media,6270.79979560488,0.00627079979560488,77
105021,Finanzas,30,0.2721269179296143,Media,4987.84594938319,0.0049878459493831896,115
105022,Manufactura,58,0.1858251809566475,Baja,28161.4334613514,0.0281614334613514,92
105023,Salud,14,0.3616741576789786,Media,8675.580948785933,0.008675580948785934,80
105024,Manufactura,52,0.1755940856936678,Baja,11588.696612424244,0.011588696612424244,100
105025,Finanzas,4,0.3759263201061256,Media,526.7796610496227,0.0005267796610496227,112
105026,Retail,36,0.2212449802937836,Baja,4015.107429283223,0.004015107429283223,55
105027,Retail,3,0.2578749819505401,Media,1619.1653179362186,0.0016191653179362185,54
105028,Salud,5,0.3688773825836099,Media,4467.984882902059,0.004467984882902059,73
105029,Retail,25,0.2809543445521986,Media,28453.9415950971,0.0284539415950971,52
105030,Retail,31,0.240363558585188,Baja,4501.633177126554,0.004501633177126554,47
105031,Finanzas,11,0.3492541183343886,Media,23656.961069559475,0.023656961069559473,114
105032,Finanzas,8,0.2878784095355582,Media,29920.987181918917,0.029920987181918917,127
105033,Finanzas,26,0.2789035313524432,Media,9435.93435679006,0.00943593435679006,122
105034,Retail,2,0.3418528615059512,Media,5931.145477332734,0.005931145477332734,47
105035,Finanzas,28,0.3330270016030914,Media,5310.725051678181,0.005310725051678181,113
105036,Finanzas,48,0.196532056707331,Baja,9656.473917880678,0.009656473917880678,115
105037,Manufactura,57,0.2205792188273298,Baja,8468.656478502231,0.00846865647850223,98
105038,Salud,10,0.3052731832913011,Media,2088.5784955563618,0.002088578495556362,80
105039,Manufactura,50,0.2114100719385033,Baja,27099.814192142723,0.02709981419214272,100
105040,Salud,39,0.2518220177459083,Media,2723.12358350021,0.00272312358350021,89
105041,Finanzas,37,0.2330472947805721,Baja,4095.895379566018,0.004095895379566018,116
105042,Retail,39,0.2377227370812634,Baja,16660.024183249705,0.016660024183249706,43
105043,Salud,21,0.2883407801000126,Media,8210.145224883445,0.008210145224883445,76
105044,Finanzas,28,0.303932461053614,Media,26715.37054089782,0.026715370540897822,123
105045,Finanzas,38,0.262511882729898,Media,10013.681553187227,0.010013681553187227,125
105046,Finanzas,56,0.2114046993129352,Baja,17468.71018216591,0.01746871018216591,120
105047,Finanzas,33,0.2498034673805604,Media,4024.197773366708,0.0040241977733667085,111
105048,Retail,11,0.3356668611462786,Media,17890.057180905675,0.017890057180905673,41
105049,Finanzas,45,0.2276490973549374,Baja,14138.086732768936,0.014138086732768935,118
105050,Retail,44,0.2096156437932492,Baja,9685.587328587604,0.009685587328587604,45
105051,Salud,1,0.2986337492823052,Media,2635.131789246448,0.002635131789246448,73
105052,Retail,53,0.1500034642289234,Baja,3650.517674182665,0.003650517674182665,46
105053,Retail,47,0.2312096882931119,Baja,4480.885160422182,0.004480885160422182,51
105054,Finanzas,33,0.2087440835505722,Baja,2588.1696706697453,0.0025881696706697454,129
105055,Salud,3,0.3433083224498522,Media,5317.147861081343,0.005317147861081343,87
105056,Finanzas,26,0.2942274864320676,Media,8113.14452133724,0.00811314452133724,122
105057,Retail,15,0.2825889538976285,Media,13538.05408540875,0.01353805408540875,49
105058,Finanzas,41,0.2501705813977283,Media,5247.903213675045,0.005247903213675045,117
105059,Retail,14,0.3274129750537236,Media,9013.500428700569,0.009013500428700569,58
105060,Manufactura,23,0.2710806074316224,Media,12224.939862926363,0.012224939862926363,90
105061,Manufactura,54,0.1855885606752303,Baja,4751.753457953131,0.004751753457953131,102
105062,Finanzas,56,0.2199995135829323,Baja,8083.907464337898,0.008083907464337898,111
105063,Retail,8,0.3028949099056735,Media,7818.354068441239,0.007818354068441238,56
105064,Salud,54,0.1751401911780452,Baja,5417.277068556169,0.005417277068556169,78
105065,Retail,36,0.2440628862852502,Baja,11350.669016883005,0.011350669016883004,58
105066,Finanzas,20,0.2987787986820396,Media,15663.72390342268,0.01566372390342268,114
105067,Retail,52,0.3518958078566653,Media,3372.730453224762,0.003372730453224762,49
105068,Manufactura,6,0.3891600249045709,Media,13549.794990445993,0.013549794990445993,105
105069,Retail,33,0.2324376282956505,Baja,4371.071317009727,0.004371071317009727,42
105070,Finanzas,28,0.2529983004369376,Media,12900.665688502757,0.012900665688502757,127
105071,Salud,50,0.1582569125145498,Baja,9889.501525393218,0.009889501525393219,70
105072,Finanzas,38,0.2668662694912706,Media,18866.51298872356,0.01886651298872356,116
105073,Retail,30,0.2723814808016271,Media,3052.674812735211,0.003052674812735211,54
105074,Manufactura,46,0.2083822643784725,Baja,8699.317352217533,0.008699317352217533,108
105075,Finanzas,43,0.2289978918700491,Baja,11557.8334289736,0.0115578334289736,113
105076,Finanzas,17,0.2921761226902072,Media,2832.5283239405608,0.002832528323940561,114
105077,Retail,9,0.2206322938230937,Baja,22024.284959101624,0.022024284959101623,43
105078,Finanzas,28,0.2740892384745466,Media,1395.503138945321,0.0013955031389453212,117
105079,Finanzas,54,0.2580205971519277,Media,4567.673860334282,0.004567673860334282,112
105080,Retail,7,0.2568078456697071,Media,4471.716053403334,0.0044717160534033336,45
105081,Retail,46,0.1844304006966065,Baja,6788.048554084793,0.006788048554084793,59
105082,Salud,28,0.3239734374085193,Media,2392.16550297762,0.00239216550297762,73
105083,Retail,17,0.2871071740091224,Media,11834.159448673754,0.011834159448673755,54
105084,Retail,40,0.3301095825261501,Media,21395.94851764718,0.02139594851764718,41
105085,Finanzas,48,0.1998127379440235,Baja,8018.105090218719,0.008018105090218719,121
105086,Salud,44,0.2282561939733587,Baja,3709.76456287622,0.0037097645628762204,75
105087,Retail,44,0.239591686210299,Baja,5249.287491959008,0.0052492874919590074,43
